id,Membership Type,Gender,Age,Birthday,Date Created,Diary Date,Diary Type,Diary Title,Diary Class,Num of Content,Hour,Mapped Emotions,Diary Content,grouped_emotion
0011E627-FBF9-4B8B-88CE-5B5FF4335BAC,,NotFixed,25,2000-09-01 00:00:00,2024-11-30 07:11:46,2024-11-10 12:50:37,자유형식,,관찰하기,74,12,"['편안함', '중립']","오늘은 맑고 따뜻한 날씨 덕분에 기분 좋게 하루를 시작했어. 아침에 일어나 커피 한 잔을 내리며 부엌 창문 너머로 보이는 햇살을 즐겼지. 출근길에는 지하철에서 읽던 책이 흥미로워서 시간 가는 줄 몰랐어. 회사에서는 동료들과 가벼운 농담을 주고받으며 작업을 했고, 점심엔 가까운 공원에서 혼자 산책하며 머리를 식혔어. 저녁엔 친구들과 만나 맛있는 저녁을 먹고 이런저런 얘기를 나누며 웃다 보니 어느새 하루가 저물었네. 일상적이면서도 따뜻한 하루가 지나갔어.","['중립', '긍정']"
0011E627-FBF9-4B8B-88CE-5B5FF4335BAC,,NotFixed,25,2000-09-01 00:00:00,2024-11-30 07:11:46,2024-11-07 12:23:19,자유형식,,관찰하기,87,12,['중립'],"오늘은 특별한 일 없이 평온하게 흘러갔다. 아침엔 햇살이 창문을 두드리는 소리에 잠을 깼다. 커피 한 잔을 마시며 창밖을 바라보니, 거리에는 출근길을 서두르는 사람들이 보였다. 회사에서는 평소처럼 업무를 처리하고, 동료들과 간단한 대화를 나눴다. 점심시간엔 근처 카페에서 샌드위치를 사서 공원 벤치에 앉아 먹었다. 바람이 살짝 불어와 나뭇잎이 흔들리는 소리가 귀에 들어왔다. 퇴근 후 집에 돌아와서는 책을 읽으며 조용한 시간을 보냈다. 하루가 저물어가는 걸 느끼며, 침대에 누워 내일의 일정을 떠올려본다.",['중립']
0011E627-FBF9-4B8B-88CE-5B5FF4335BAC,,NotFixed,25,2000-09-01 00:00:00,2024-11-30 07:11:46,2024-11-23 11:31:08,자유형식,,관찰하기,42,11,['중립'],"오늘은 평소처럼 아침 7시에 일어났다. 창문을 열자 상쾌한 바람이 방 안을 가득 채웠다. 간단히 아침을 먹고 출근 준비를 했다. 지하철은 여전히 붐볐지만, 이어폰을 끼고 음악을 들으며 책을 읽었다. 회사에 도착해선 업무를 처리하고 동료들과 점심을 먹었다. 점심 메뉴는 김치찌개였는데, 국물이 꽤 괜찮았다. 오후에는 회의가 있었고, 몇 가지 아이디어를 공유하며 시간을 보냈다. 퇴근 후 헬스장에 들러 가볍게 운동을 했다. 집에 돌아와서는 샤워를 하고 저녁을 먹으며 TV를 봤다. 하루가 참 평범하게 흘러갔다. 침대에 누워 오늘 하루를 생각하며 편안한 마음으로 잠들 준비를 했다.",['중립']
0011E627-FBF9-4B8B-88CE-5B5FF4335BAC,,NotFixed,25,2000-09-01 00:00:00,2024-11-30 07:11:46,2024-12-04 08:32:12,자유형식,,관찰하기,27,8,['중립'],"오늘은 평소와 다름없는 하루였다. 아침에 일어나 커피를 한 잔 내려 마시며 창밖을 바라보았다. 바람이 살랑거리는 나무 잎들이 평화로워 보였다. 출근길에 지하철은 여전히 붐볐고, 사람들의 얼굴엔 각자의 하루가 담겨 있는 듯했다. 회사에 도착해선 동료들과 가벼운 인사를 나누고, 주어진 일들을 하나씩 처리했다. 점심시간엔 근처 카페에서 샌드위치를 사 먹었는데, 생각보다 맛있어서 기분이 좋았다. 퇴근 후 집에 돌아와서는 좋아하는 드라마를 보며 저녁을 먹었다. 오늘은 뭔가 특별하진 않았지만, 그럭저럭 괜찮은 하루였다.",['중립']
0011E627-FBF9-4B8B-88CE-5B5FF4335BAC,,NotFixed,25,2000-09-01 00:00:00,2024-11-30 07:11:46,2024-11-30 16:32:34,자유형식,,관찰하기,21,16,"['편안함', '기쁨', '즐거움']","오늘은 아침부터 유난히 맑은 날씨였다. 창문을 열자 시원한 바람이 방 안으로 스며들어왔고, 그 순간부터 기분이 좋아졌다. 회사에 가는 길에 들른 카페에서는 늘 마시던 아메리카노 대신 바닐라 라떼를 시켰는데, 그 달콤함이 내 하루의 시작을 부드럽게 감싸주었다. 점심시간에는 동료들과 함께 근처 공원에서 도시락을 먹으며 가벼운 농담을 주고받았다. 저녁에는 오래된 친구를 만나 오랫동안 못 나눈 이야기를 나눴다. 집으로 돌아오는 길, 노을이 하늘을 붉게 물들이는 모습을 보며 문득, 오늘 하루가 참 소중하다는 생각이 들었다. 그렇게 오늘은 일상 속 작은 순간들이 특별하게 다가왔던 하루였다.",['긍정']
0011E627-FBF9-4B8B-88CE-5B5FF4335BAC,,NotFixed,25,2000-09-01 00:00:00,2024-11-30 07:11:46,2024-11-24 22:33:09,자유형식,,관찰하기,50,22,"['우울/슬픔', '기쁨', '중립']","오늘은 아침부터 맑은 햇살이 창문을 가득 채웠다. 일어나자마자 커피를 내리며 부드러운 향기에 잠시 행복했다. 출근길, 지하철 안에서 좋아하는 음악을 들으며 사람들 사이에서 나만의 시간을 가졌다. 점심에는 동료들과 함께 웃으며 식사를 했지만, 문득 부모님 생각에 마음이 차분해졌다. 퇴근 후 집으로 돌아오는 길, 노을이 지는 하늘을 바라보며 오늘 하루를 되돌아봤다. 집에 돌아와선 따뜻한 차 한 잔과 함께 조용히 책을 펼쳤다. 하루가 이렇게 흘러갔다.","['중립', '긍정', '부정']"
0011E627-FBF9-4B8B-88CE-5B5FF4335BAC,,NotFixed,25,2000-09-01 00:00:00,2024-11-30 07:11:46,2024-11-27 12:59:29,자유형식,,관찰하기,107,12,"['혐오', '당황']","오늘 하루는 유난히 길게 느껴졌어. 아침부터 머리가 무거웠는데, 출근길 지하철에서 사람들이 너무 북적거렸어. 사람들 사이에 끼어 서 있는데, 갑자기 누군가의 가방이 내 발을 세게 밟았어. 미안하다는 말 한마디 없이 사라지는 뒷모습을 보니 기분이 영 찜찜하더라고. 회사에 도착해서도 별로 나아지지 않았어. 점심시간에 동료들과 카페에 갔는데, 갑자기 커피잔을 쏟아서 모두를 놀라게 했어. 정말 당황스러웠지. 하루가 끝나고 집에 돌아와서는 따뜻한 차 한 잔과 함께 조용히 시간을 보내려고 했어. 그래도 이렇게 하루를 돌아보니, 별것 아닌 일들이었는데 왜 그렇게 마음이 복잡했는지 모르겠네. 좀 더 여유를 가지려고 노력해야겠어.","['중립', '부정']"
0011E627-FBF9-4B8B-88CE-5B5FF4335BAC,,NotFixed,25,2000-09-01 00:00:00,2024-11-30 07:11:46,2024-11-02 14:00:12,자유형식,,관찰하기,155,14,"['편안함', '기쁨', '즐거움']","오늘은 참 바쁜 하루였지만, 마음이 편안했던 날이었다. 아침에 일어나 창문을 여니 상쾌한 바람이 방 안으로 스며들어왔다. 모닝커피를 마시며 창밖을 바라보니, 햇살이 유난히 따뜻하게 느껴졌다. 출근길엔 지하철에서 우연히 만난 친구와 가벼운 대화를 나누며 웃을 수 있어 좋았다. 회사에서는 팀원들과 프로젝트에 대해 논의하며 서로의 의견을 나누었는데, 다들 긍정적인 에너지를 주고받아 기분이 좋았다. 퇴근 후에는 오랜만에 동네 산책을 나섰다. 노을이 지는 하늘은 마치 물감으로 그린 듯 아름다웠고, 가로등 불빛이 하나둘 켜지는 모습을 보니 마음이 차분해졌다. 집에 돌아와서는 따뜻한 차 한 잔과 함께 좋아하는 책을 읽으며 하루를 마무리했다. 별다른 일 없이도 이렇게 소소한 순간들이 주는 즐거움이 참 고맙다.",['긍정']
0011E627-FBF9-4B8B-88CE-5B5FF4335BAC,,NotFixed,25,2000-09-01 00:00:00,2024-11-30 07:11:46,2024-11-17 22:53:13,자유형식,,관찰하기,44,22,['중립'],"오늘 아침, 어제보다 조금 더 일찍 눈을 떴다. 창문을 열자 바람이 살짝 불어와 기분 좋게 하루를 시작했다. 출근길에 들른 카페에서는 익숙한 바리스타가 반갑게 인사를 건네왔다. 회사에서는 평소처럼 업무를 처리했고, 점심으로는 동료들과 가벼운 샌드위치를 먹었다. 오후엔 잠깐 산책을 나갔는데, 파란 하늘 아래 가을의 낙엽들이 바람에 흩날리는 모습이 참 예뻤다. 퇴근 후엔 집 근처 마트에서 장을 보고 돌아와 저녁을 간단히 해결했다. 하루가 끝났지만, 그리 특별할 것 없는 평범한 날이었다.",['중립']
0011E627-FBF9-4B8B-88CE-5B5FF4335BAC,,NotFixed,25,2000-09-01 00:00:00,2024-11-30 07:11:46,2024-10-31 11:07:56,자유형식,,관찰하기,103,11,"['편안함', '기쁨', '즐거움']","아침에 눈을 뜨자마자 커튼 사이로 스며드는 햇살이 방을 따뜻하게 감쌌다. 창문을 열어 신선한 공기를 들이마시니 마음까지 맑아지는 기분이었다. 친구들과의 점심 약속이 있어 가벼운 옷차림으로 집을 나섰다. 카페에서 만난 우리는 서로의 근황을 나누며 시시콜콜한 이야기로 웃음꽃을 피웠다. 따스한 커피 한 잔과 함께하는 시간은 언제나 짧게 느껴진다. 오후엔 혼자 공원을 산책했다. 바람에 흔들리는 나뭇잎 소리가 귀를 간지럽혔다. 집에 돌아와서는 좋아하는 음악을 틀어놓고 저녁을 준비했다. 하루를 마무리하며, 이렇게 소소한 일상이 참 감사하게 느껴졌다.",['긍정']
0011E627-FBF9-4B8B-88CE-5B5FF4335BAC,,NotFixed,25,2000-09-01 00:00:00,2024-11-30 07:11:46,2024-10-28 22:14:46,자유형식,,관찰하기,71,22,"['편안함', '기쁨', '즐거움']","아침 햇살이 부드럽게 창문을 통과해 방 안을 가득 채웠다. 커튼을 살짝 열어 바라본 거리에는 사람들이 바쁘게 움직이고 있었다. 나는 여유로운 마음으로 커피를 한 잔 내려 마셨다. 따뜻한 향기가 코끝을 스치며 하루를 시작할 수 있음에 감사했다. 오후에는 오랜만에 친구들과 공원에서 만났다. 웃음소리와 함께 흘러가는 시간이 참 즐거웠다. 바람은 적당히 선선했고, 나무 그늘 아래 앉아 이야기를 나누는 동안 마음이 편안해졌다. 집으로 돌아오는 길, 노을이 지는 하늘을 보며 오늘 하루가 잘 마무리되었다는 생각이 들었다. 작은 일상 속에서 느끼는 소소한 행복이 마음을 가득 채웠다.",['긍정']
0011E627-FBF9-4B8B-88CE-5B5FF4335BAC,,NotFixed,25,2000-09-01 00:00:00,2024-11-30 07:11:46,2024-11-12 11:57:15,자유형식,,관찰하기,57,11,"['편안함', '기쁨', '즐거움']","오늘은 아침부터 맑은 햇살이 방 안 가득 들어와 기분 좋은 시작을 알렸어. 커피 향기와 함께 여유롭게 하루를 맞이했지. 친구들과 약속이 있어 카페에서 만나 수다를 떨며 웃음이 끊이지 않았어. 창밖으로 보이는 가을 하늘은 유난히 파랗고, 바람은 살랑살랑 부드럽게 불어와 마음까지 편안해지더라. 저녁엔 좋아하는 음악을 들으며 산책을 했는데, 하나둘 켜지는 가로등이 어찌나 근사하던지. 집으로 돌아와 따뜻한 차 한 잔과 함께 책장을 넘기며 조용히 하루를 마무리했어. 오늘은 정말 기분 좋은 하루였어.",['긍정']
0011E627-FBF9-4B8B-88CE-5B5FF4335BAC,,NotFixed,25,2000-09-01 00:00:00,2024-11-30 07:11:46,2024-11-18 20:20:47,자유형식,,관찰하기,34,20,['중립'],"아침에 눈을 뜨자마자 창문을 열었더니 신선한 공기가 방 안으로 스며들었다. 커피를 한 잔 내리며 시작된 하루는 평소와 다를 바 없었다. 출근길 지하철에서는 이어폰을 꽂고 좋아하는 음악을 들었고, 회사에서는 동료들과 가벼운 농담을 주고받으며 시간을 보냈다. 점심시간에는 새로운 카페에 가서 샌드위치를 주문했는데, 예상외로 맛이 괜찮았다. 퇴근 후 집에 도착해선, 밀린 드라마 한 편을 보며 저녁을 먹었다. 특별하진 않았지만, 나름대로 의미 있었던 하루였다.",['중립']
0011E627-FBF9-4B8B-88CE-5B5FF4335BAC,,NotFixed,25,2000-09-01 00:00:00,2024-11-30 07:11:46,2024-11-20 13:09:32,자유형식,,관찰하기,112,13,"['불안/공포', '혐오', '중립']","아침에 일어나 창문을 열었을 때, 비 냄새가 코끝을 간질였다. 출근길에 지하철 안에서 책을 읽으며 잠시 다른 세상에 빠져들었지만, 옆 사람의 갑작스런 기침 소리에 현실로 돌아왔다. 점심시간에는 동료들과 함께 새로운 식당을 찾았는데, 예상치 못한 메뉴에 살짝 당황했지만 호기심에 조금씩 맛보았다. 퇴근 후 집으로 가는 길, 어두워진 거리와 쌀쌀한 바람이 마음 한 켠의 쓸쓸함을 살짝 건드렸다. 집에 돌아와 따뜻한 차 한 잔을 마시며 오늘 하루를 차분히 마무리했다. 내일은 또 어떤 일이 기다리고 있을지 궁금하다.","['중립', '부정']"
0011E627-FBF9-4B8B-88CE-5B5FF4335BAC,,NotFixed,25,2000-09-01 00:00:00,2024-11-30 07:11:46,2024-11-03 18:59:32,자유형식,,관찰하기,374,18,"['중립', '기쁨', '편안함']","오늘은 맑은 하늘 아래, 아침 일찍부터 산책을 나섰다. 공원에는 이미 사람들이 모여 운동을 하고 있었고, 나는 그 사이로 천천히 걸었다. 바람이 살랑살랑 불어오니 기분이 상쾌했다. 동네 커피숍에 들러 따뜻한 라떼를 한 잔 사서 창가에 앉았다. 창밖으로 바쁘게 움직이는 사람들을 보며, 내가 할 일들을 하나씩 정리했다. 오후에는 친구들과 만나기로 했는데, 오랜만에 모두 모이는 자리라 기대가 되었다. 평범한 하루였지만, 마음 한켠에 작은 행복이 자리 잡은 듯한 느낌이었다. 집으로 돌아오는 길엔 노을이 아름다워 한참을 바라보았다. 오늘도 이렇게 지나갔구나, 하는 생각과 함께 집으로 발걸음을 옮겼다.","['중립', '긍정']"
0011E627-FBF9-4B8B-88CE-5B5FF4335BAC,,NotFixed,25,2000-09-01 00:00:00,2024-11-30 07:11:46,2024-11-26 12:40:23,자유형식,,관찰하기,80,12,['중립'],"오늘은 특별할 것 없는 평범한 하루였다. 아침에는 커피를 한 잔 마시며 창밖을 내다보았다. 가을 햇살이 나뭇잎 사이로 산란하는 모습이 참 예뻤다. 회사에선 바쁜 일과가 이어졌지만, 동료들과의 짧은 대화가 피로를 덜어줬다. 점심으로는 평소 좋아하는 김밥을 먹었고, 오후에는 잠시 산책도 했다. 바람이 살랑살랑 불어와 기분이 상쾌했다. 퇴근 후 집에 돌아와서는 좋아하는 책을 읽으며 하루를 마무리했다. 늘 그렇듯이, 소소한 것들이 마음을 채웠던 하루였다.",['중립']
0011E627-FBF9-4B8B-88CE-5B5FF4335BAC,,NotFixed,25,2000-09-01 00:00:00,2024-11-30 07:11:46,2024-11-14 12:45:24,자유형식,,관찰하기,67,12,"['중립', '편안함']","오늘은 평소처럼 하루를 시작했다. 아침에 일어나 커피를 내리고, 창문을 열어 시원한 바람을 맞았다. 출근길, 버스 창밖으로 보이는 가을 하늘이 유난히 맑았다. 회사에서는 새로운 프로젝트가 시작되어 다들 분주했지만, 그 속에서도 작은 웃음과 대화가 오갔다. 점심시간엔 동료들과 함께 근처 식당에 가서 따뜻한 국밥을 먹었다. 퇴근 후엔 동네 공원을 산책하며 느긋한 시간을 보냈다. 가로등 아래로 낙엽이 바스락거리는 소리가 듣기 좋았다. 집에 돌아와서는 책을 조금 읽다가 잠들었다. 이렇다 할 특별한 일은 없었지만, 잔잔한 하루가 주는 편안함이 마음에 남는다.","['중립', '긍정']"
0011E627-FBF9-4B8B-88CE-5B5FF4335BAC,,NotFixed,25,2000-09-01 00:00:00,2024-11-30 07:11:46,2024-11-28 13:34:28,자유형식,,관찰하기,77,13,"['중립', '편안함']","오늘 아침, 창문 밖으로 부드러운 햇살이 스며들었다. 커피를 한 잔 내리는 동안 고소한 향이 주방을 가득 채웠다. 카페에서 친구를 만나 점심을 먹으며, 웃음과 대화가 끊임없이 이어졌다. 오후에는 근처 공원을 산책하며 가을의 선선한 바람을 느꼈다. 바스락거리는 낙엽 소리가 발 아래에서 경쾌하게 울렸다. 집에 돌아와서는 책을 읽으며 조용한 시간을 보냈다. 하루를 마무리하며, 잔잔한 음악을 들으니 마음이 차분해졌다. 이렇게 평화로운 하루가 쌓여가는 게 참 좋다.","['중립', '긍정']"
0011E627-FBF9-4B8B-88CE-5B5FF4335BAC,,NotFixed,25,2000-09-01 00:00:00,2024-11-30 07:11:46,2024-12-08 17:29:57,자유형식,,관찰하기,35,17,"['편안함', '기쁨', '즐거움']","오늘은 정말 기분 좋은 하루였다. 아침에 일어나 창 밖을 보니, 햇살이 방 안 가득히 들어와 나를 반겼다. 커피 한 잔을 내려 마시며 여유롭게 시작한 하루. 오후에는 오랜만에 친구들과 만나 카페에서 웃음꽃을 피웠다. 서로의 이야기를 나누며 시간 가는 줄 몰랐다. 저녁에는 동네 공원을 산책하며 살랑이는 바람에 몸을 맡겼다. 그 순간, 모든 것이 완벽하게 느껴졌다. 집에 돌아와 따뜻한 차 한 잔을 들고 소파에 앉아, 오늘 하루를 되돌아보니 마음이 편안해졌다. 이런 소소한 행복이야말로 삶의 큰 기쁨이 아닐까 생각해본다.",['긍정']
0011E627-FBF9-4B8B-88CE-5B5FF4335BAC,,NotFixed,25,2000-09-01 00:00:00,2024-11-30 07:11:46,2024-10-30 11:41:21,자유형식,,관찰하기,124,11,"['중립', '편안함']","오늘은 평소와 다름없는 하루였어. 아침에 눈을 뜨자마자 창문을 열었는데, 가을바람이 살짝 불어오더라. 그 바람에 나뭇잎들이 살랑살랑 흔들리는 모습이 참 예뻤어. 출근길에 들른 카페에서는 늘 마시던 아메리카노를 주문했어. 커피 향이 코끝을 간질이며 나를 반겨줄 때마다 기분이 참 좋더라고. 회사에서는 큰 일 없이 무난하게 하루를 보냈고, 동료들과 점심으로 먹은 파스타는 생각보다 맛있었어. 퇴근 후엔 집 근처 공원을 산책했는데, 잔잔히 흐르는 음악을 들으며 걸으니 마음이 한결 가벼워지더라. 오늘 하루도 이렇게 지나갔네.","['중립', '긍정']"
0011E627-FBF9-4B8B-88CE-5B5FF4335BAC,,NotFixed,25,2000-09-01 00:00:00,2024-11-30 07:11:46,2024-11-15 23:18:36,자유형식,,관찰하기,65,23,"['분노', '혐오', '중립']","오늘 아침은 맑은 하늘과 함께 시작됐다. 출근길에 지하철에서 만난 사람들의 표정을 보면서 여러 생각이 스쳤다. 회사에서 중요한 발표가 있었는데, 예상치 못한 변수가 생겨 조금 당황했다. 점심 시간에는 동료들과 함께 맛있는 식사를 하며 웃음을 나눴다. 오후에는 회의 중에 잘못된 정보로 인해 소란이 있었지만, 팀원들과 해결책을 찾아가는 과정을 겪었다. 퇴근 후 집에 돌아오는 길, 거리의 노을이 유난히 아름다워 잠시 멈춰서서 감상했다. 하루의 끝에서 따뜻한 차 한 잔을 마시며, 오늘 하루를 돌아보니 평소와는 다른 감정의 파도가 밀려왔던 것 같다. 그래도 모든 것이 지나가듯 자연스럽게 흘러갔다.","['중립', '부정']"
